TimeStep Time Epsilon_xx Epsilon_yy Epsilon_zz Epsilon_yz Epsilon_xz Epsilon_xy Sigma_xx Sigma_yy Sigma_zz Sigma_yz Sigma_xz Sigma_xy Mises Pressure Norm
4060 4.06 0.0406 -0.0175985 -0.0199397 -0.00603272 0.000293026 0.00425947 4.21239e+08 2167.31 4413.36 449.334 -610.527 -117.046 4.21235e+08 -1.40415e+08 4.21239e+08
4070 4.07 0.0407 -0.01764 -0.0199865 -0.00604451 0.000292396 0.00426933 4.2157e+08 2175.46 4421.69 450.245 -609.848 -116.416 4.21567e+08 -1.40526e+08 4.2157e+08
4080 4.08 0.0408 -0.0176816 -0.0200332 -0.0060563 0.000291763 0.00427919 4.21902e+08 2183.63 4430.04 451.158 -609.169 -115.786 4.21898e+08 -1.40636e+08 4.21902e+08
4090 4.09 0.0409 -0.0177231 -0.02008 -0.00606807 0.000291127 0.00428905 4.22233e+08 2191.82 4438.41 452.074 -608.49 -115.156 4.22229e+08 -1.40746e+08 4.22233e+08
4100 4.1 0.041 -0.0177646 -0.0201267 -0.00607984 0.000290487 0.00429891 4.22563e+08 2200.03 4446.8 452.993 -607.811 -114.526 4.2256e+08 -1.40857e+08 4.22563e+08
4110 4.11 0.0411 -0.0178061 -0.0201734 -0.0060916 0.000289845 0.00430877 4.22894e+08 2208.27 4455.21 453.914 -607.131 -113.897 4.2289e+08 -1.40967e+08 4.22894e+08
4120 4.12 0.0412 -0.0178476 -0.0202202 -0.00610336 0.0002892 0.00431863 4.23224e+08 2216.52 4463.64 454.837 -606.452 -113.267 4.2322e+08 -1.41077e+08 4.23224e+08
4130 4.13 0.0413 -0.0178891 -0.0202669 -0.0061151 0.000288552 0.00432849 4.23553e+08 2224.79 4472.09 455.763 -605.773 -112.638 4.2355e+08 -1.41187e+08 4.23553e+08
4140 4.14 0.0414 -0.0179305 -0.0203135 -0.00612684 0.000287901 0.00433835 4.23882e+08 2233.08 4480.57 456.692 -605.094 -112.008 4.23879e+08 -1.41296e+08 4.23882e+08
4150 4.15 0.0415 -0.017972 -0.0203602 -0.00613857 0.000287247 0.00434821 4.24211e+08 2241.39 4489.06 457.623 -604.414 -111.379 4.24208e+08 -1.41406e+08 4.24211e+08
4160 4.16 0.0416 -0.0180134 -0.0204069 -0.00615029 0.00028659 0.00435807 4.2454e+08 2249.72 4497.57 458.557 -603.735 -110.75 4.24536e+08 -1.41516e+08 4.2454e+08
4170 4.17 0.0417 -0.0180548 -0.0204535 -0.00616201 0.00028593 0.00436793 4.24868e+08 2258.07 4506.1 459.493 -603.055 -110.121 4.24865e+08 -1.41625e+08 4.24868e+08
4180 4.18 0.0418 -0.0180962 -0.0205002 -0.00617372 0.000285268 0.00437778 4.25196e+08 2266.44 4514.65 460.432 -602.375 -109.492 4.25193e+08 -1.41734e+08 4.25196e+08
4190 4.19 0.0419 -0.0181376 -0.0205468 -0.00618542 0.000284602 0.00438764 4.25524e+08 2274.83 4523.22 461.373 -601.696 -108.863 4.2552e+08 -1.41843e+08 4.25524e+08
4200 4.2 0.042 -0.018179 -0.0205934 -0.00619711 0.000283934 0.0043975 4.25851e+08 2283.24 4531.82 462.317 -601.016 -108.235 4.25847e+08 -1.41953e+08 4.25851e+08
4210 4.21 0.0421 -0.0182204 -0.0206401 -0.0062088 0.000283263 0.00440736 4.26178e+08 2291.67 4540.43 463.264 -600.336 -107.606 4.26174e+08 -1.42061e+08 4.26178e+08
4220 4.22 0.0422 -0.0182618 -0.0206867 -0.00622047 0.000282589 0.00441722 4.26504e+08 2300.12 4549.06 464.212 -599.656 -106.977 4.26501e+08 -1.4217e+08 4.26504e+08
4230 4.23 0.0423 -0.0183031 -0.0207332 -0.00623214 0.000281912 0.00442708 4.2683e+08 2308.58 4557.71 465.164 -598.976 -106.349 4.26827e+08 -1.42279e+08 4.2683e+08
4240 4.24 0.0424 -0.0183444 -0.0207798 -0.00624381 0.000281233 0.00443693 4.27156e+08 2317.07 4566.38 466.118 -598.296 -105.721 4.27153e+08 -1.42388e+08 4.27156e+08
4250 4.25 0.0425 -0.0183857 -0.0208264 -0.00625546 0.000280551 0.00444679 4.27482e+08 2325.58 4575.08 467.074 -597.616 -105.093 4.27478e+08 -1.42496e+08 4.27482e+08
4260 4.26 0.0426 -0.0184271 -0.0208729 -0.00626711 0.000279866 0.00445665 4.27807e+08 2334.11 4583.79 468.033 -596.936 -104.464 4.27803e+08 -1.42605e+08 4.27807e+08
4270 4.27 0.0427 -0.0184683 -0.0209195 -0.00627875 0.000279178 0.00446651 4.28132e+08 2342.66 4592.52 468.994 -596.256 -103.836 4.28128e+08 -1.42713e+08 4.28132e+08
4280 4.28 0.0428 -0.0185096 -0.020966 -0.00629039 0.000278488 0.00447637 4.28456e+08 2351.22 4601.27 469.958 -595.575 -103.209 4.28453e+08 -1.42821e+08 4.28456e+08
4290 4.29 0.0429 -0.0185509 -0.0210125 -0.00630201 0.000277795 0.00448622 4.28781e+08 2359.81 4610.04 470.924 -594.895 -102.581 4.28777e+08 -1.42929e+08 4.28781e+08
4300 4.3 0.043 -0.0185922 -0.0210591 -0.00631363 0.000277099 0.00449608 4.29104e+08 2368.42 4618.84 471.893 -594.214 -101.953 4.29101e+08 -1.43037e+08 4.29104e+08
4310 4.31 0.0431 -0.0186334 -0.0211056 -0.00632524 0.000276401 0.00450594 4.29428e+08 2377.04 4627.65 472.864 -593.534 -101.326 4.29424e+08 -1.43145e+08 4.29428e+08
4320 4.32 0.0432 -0.0186746 -0.021152 -0.00633685 0.0002757 0.0045158 4.29751e+08 2385.69 4636.48 473.838 -592.853 -100.698 4.29748e+08 -1.43253e+08 4.29751e+08
4330 4.33 0.0433 -0.0187158 -0.0211985 -0.00634844 0.000274997 0.00452566 4.30074e+08 2394.35 4645.33 474.814 -592.172 -100.071 4.3007e+08 -1.4336e+08 4.30074e+08
4340 4.34 0.0434 -0.018757 -0.021245 -0.00636003 0.000274291 0.00453552 4.30396e+08 2403.04 4654.2 475.793 -591.492 -99.4434 4.30393e+08 -1.43468e+08 4.30396e+08
4350 4.35 0.0435 -0.0187982 -0.0212914 -0.00637162 0.000273582 0.00454537 4.30719e+08 2411.74 4663.09 476.774 -590.811 -98.8162 4.30715e+08 -1.43575e+08 4.30719e+08
4360 4.36 0.0436 -0.0188394 -0.0213379 -0.00638319 0.000272871 0.00455523 4.3104e+08 2420.46 4672 477.758 -590.13 -98.1891 4.31037e+08 -1.43683e+08 4.3104e+08
4370 4.37 0.0437 -0.0188806 -0.0213843 -0.00639476 0.000272158 0.00456509 4.31362e+08 2429.21 4680.93 478.744 -589.449 -97.5621 4.31358e+08 -1.4379e+08 4.31362e+08
4380 4.38 0.0438 -0.0189217 -0.0214307 -0.00640632 0.000271442 0.00457495 4.31683e+08 2437.97 4689.88 479.733 -588.768 -96.9352 4.3168e+08 -1.43897e+08 4.31683e+08
4390 4.39 0.0439 -0.0189629 -0.0214772 -0.00641788 0.000270723 0.00458481 4.32004e+08 2446.75 4698.85 480.723 -588.086 -96.3085 4.32e+08 -1.44004e+08 4.32004e+08
4400 4.4 0.044 -0.019004 -0.0215236 -0.00642943 0.000270002 0.00459467 4.32324e+08 2455.55 4707.84 481.717 -587.405 -95.6818 4.32321e+08 -1.44111e+08 4.32324e+08
4410 4.41 0.0441 -0.0190451 -0.0215699 -0.00644097 0.000269278 0.00460453 4.32645e+08 2464.37 4716.85 482.713 -586.724 -95.0552 4.32641e+08 -1.44217e+08 4.32645e+08
4420 4.42 0.0442 -0.0190862 -0.0216163 -0.0064525 0.000268552 0.00461439 4.32965e+08 2473.21 4725.88 483.711 -586.042 -94.4288 4.32961e+08 -1.44324e+08 4.32965e+08
4430 4.43 0.0443 -0.0191273 -0.0216627 -0.00646403 0.000267824 0.00462425 4.33284e+08 2482.07 4734.93 484.712 -585.361 -93.8024 4.3328e+08 -1.4443e+08 4.33284e+08
4440 4.44 0.0444 -0.0191684 -0.021709 -0.00647555 0.000267093 0.00463411 4.33603e+08 2490.95 4744 485.715 -584.679 -93.1761 4.336e+08 -1.44537e+08 4.33603e+08
4450 4.45 0.0445 -0.0192094 -0.0217554 -0.00648706 0.00026636 0.00464397 4.33922e+08 2499.84 4753.08 486.721 -583.997 -92.55 4.33919e+08 -1.44643e+08 4.33922e+08
4460 4.46 0.0446 -0.0192505 -0.0218017 -0.00649856 0.000265624 0.00465383 4.34241e+08 2508.76 4762.19 487.729 -583.316 -91.9239 4.34237e+08 -1.44749e+08 4.34241e+08
4470 4.47 0.0447 -0.0192915 -0.021848 -0.00651006 0.000264886 0.00466369 4.34559e+08 2517.69 4771.32 488.739 -582.634 -91.2979 4.34555e+08 -1.44855e+08 4.34559e+08
4480 4.48 0.0448 -0.0193326 -0.0218944 -0.00652156 0.000264145 0.00467355 4.34877e+08 2526.65 4780.46 489.752 -581.952 -90.6721 4.34873e+08 -1.44961e+08 4.34877e+08
4490 4.49 0.0449 -0.0193736 -0.0219407 -0.00653304 0.000263403 0.00468341 4.35194e+08 2535.62 4789.63 490.768 -581.27 -90.0463 4.35191e+08 -1.45067e+08 4.35194e+08
4500 4.5 0.045 -0.0194146 -0.0219869 -0.00654452 0.000262658 0.00469327 4.35512e+08 2544.62 4798.81 491.786 -580.587 -89.4206 4.35508e+08 -1.45173e+08 4.35512e+08
4510 4.51 0.0451 -0.0194556 -0.0220332 -0.00655599 0.00026191 0.00470314 4.35828e+08 2553.63 4808.02 492.806 -579.905 -88.7951 4.35825e+08 -1.45279e+08 4.35828e+08
4520 4.52 0.0452 -0.0194965 -0.0220795 -0.00656746 0.000261161 0.004713 4.36145e+08 2562.66 4817.24 493.828 -579.223 -88.1696 4.36141e+08 -1.45384e+08 4.36145e+08
4530 4.53 0.0453 -0.0195375 -0.0221257 -0.00657891 0.000260409 0.00472286 4.36461e+08 2571.71 4826.49 494.853 -578.54 -87.5443 4.36458e+08 -1.4549e+08 4.36461e+08
4540 4.54 0.0454 -0.0195784 -0.022172 -0.00659036 0.000259654 0.00473273 4.36777e+08 2580.78 4835.75 495.881 -577.858 -86.919 4.36773e+08 -1.45595e+08 4.36777e+08
4550 4.55 0.0455 -0.0196194 -0.0222182 -0.00660181 0.000258898 0.00474259 4.37093e+08 2589.87 4845.03 496.911 -577.175 -86.2939 4.37089e+08 -1.457e+08 4.37093e+08
4560 4.56 0.0456 -0.0196603 -0.0222644 -0.00661325 0.000258139 0.00475245 4.37408e+08 2598.97 4854.33 497.943 -576.493 -85.6688 4.37404e+08 -1.45805e+08 4.37408e+08
4570 4.57 0.0457 -0.0197012 -0.0223106 -0.00662468 0.000257378 0.00476232 4.37723e+08 2608.1 4863.66 498.978 -575.81 -85.0439 4.37719e+08 -1.4591e+08 4.37723e+08
4580 4.58 0.0458 -0.0197421 -0.0223568 -0.0066361 0.000256615 0.00477218 4.38038e+08 2617.25 4873 500.015 -575.127 -84.419 4.38034e+08 -1.46015e+08 4.38038e+08
4590 4.59 0.0459 -0.019783 -0.022403 -0.00664752 0.00025585 0.00478205 4.38352e+08 2626.41 4882.36 501.054 -574.444 -83.7943 4.38348e+08 -1.4612e+08 4.38352e+08
4600 4.6 0.046 -0.0198239 -0.0224492 -0.00665893 0.000255082 0.00479191 4.38666e+08 2635.59 4891.74 502.096 -573.761 -83.1697 4.38662e+08 -1.46224e+08 4.38666e+08
4610 4.61 0.0461 -0.0198647 -0.0224954 -0.00667034 0.000254313 0.00480178 4.3898e+08 2644.79 4901.13 503.14 -573.078 -82.5451 4.38976e+08 -1.46329e+08 4.3898e+08
4620 4.62 0.0462 -0.0199056 -0.0225415 -0.00668173 0.000253541 0.00481165 4.39293e+08 2654.01 4910.55 504.187 -572.395 -81.9207 4.39289e+08 -1.46433e+08 4.39293e+08
4630 4.63 0.0463 -0.0199464 -0.0225877 -0.00669312 0.000252767 0.00482151 4.39606e+08 2663.25 4919.99 505.236 -571.711 -81.2964 4.39602e+08 -1.46538e+08 4.39606e+08
4640 4.64 0.0464 -0.0199872 -0.0226338 -0.00670451 0.000251991 0.00483138 4.39919e+08 2672.51 4929.45 506.287 -571.028 -80.6721 4.39915e+08 -1.46642e+08 4.39919e+08
4650 4.65 0.0465 -0.0200281 -0.0226799 -0.00671589 0.000251213 0.00484125 4.40231e+08 2681.79 4938.92 507.341 -570.345 -80.048 4.40227e+08 -1.46746e+08 4.40231e+08
4660 4.66 0.0466 -0.0200689 -0.022726 -0.00672726 0.000250433 0.00485112 4.40543e+08 2691.09 4948.42 508.397 -569.661 -79.424 4.40539e+08 -1.4685e+08 4.40543e+08
4670 4.67 0.0467 -0.0201096 -0.0227721 -0.00673862 0.00024965 0.00486099 4.40855e+08 2700.4 4957.93 509.455 -568.977 -78.8001 4.40851e+08 -1.46954e+08 4.40855e+08
4680 4.68 0.0468 -0.0201504 -0.0228182 -0.00674998 0.000248866 0.00487086 4.41166e+08 2709.73 4967.46 510.516 -568.293 -78.1763 4.41162e+08 -1.47058e+08 4.41166e+08
4690 4.69 0.0469 -0.0201912 -0.0228643 -0.00676134 0.00024808 0.00488073 4.41477e+08 2719.09 4977.01 511.579 -567.61 -77.5526 4.41473e+08 -1.47162e+08 4.41477e+08
4700 4.7 0.047 -0.0202319 -0.0229104 -0.00677268 0.000247291 0.0048906 4.41788e+08 2728.46 4986.59 512.645 -566.926 -76.929 4.41784e+08 -1.47265e+08 4.41788e+08
4710 4.71 0.0471 -0.0202727 -0.0229564 -0.00678402 0.000246501 0.00490047 4.42098e+08 2737.85 4996.18 513.713 -566.241 -76.3055 4.42094e+08 -1.47369e+08 4.42098e+08
4720 4.72 0.0472 -0.0203134 -0.0230025 -0.00679535 0.000245708 0.00491034 4.42408e+08 2747.25 5005.79 514.783 -565.557 -75.6821 4.42404e+08 -1.47472e+08 4.42408e+08
4730 4.73 0.0473 -0.0203541 -0.0230485 -0.00680668 0.000244914 0.00492022 4.42718e+08 2756.68 5015.42 515.855 -564.873 -75.0588 4.42714e+08 -1.47575e+08 4.42718e+08
4740 4.74 0.0474 -0.0203948 -0.0230945 -0.006818 0.000244118 0.00493009 4.43028e+08 2766.13 5025.06 516.93 -564.189 -74.4357 4.43024e+08 -1.47678e+08 4.43028e+08
4750 4.75 0.0475 -0.0204355 -0.0231405 -0.00682931 0.000243319 0.00493996 4.43337e+08 2775.59 5034.73 518.008 -563.504 -73.8126 4.43333e+08 -1.47782e+08 4.43337e+08
4760 4.76 0.0476 -0.0204762 -0.0231865 -0.00684062 0.000242519 0.00494984 4.43646e+08 2785.07 5044.42 519.087 -562.82 -73.1896 4.43642e+08 -1.47884e+08 4.43646e+08
4770 4.77 0.0477 -0.0205168 -0.0232325 -0.00685192 0.000241717 0.00495971 4.43954e+08 2794.57 5054.12 520.169 -562.135 -72.5668 4.4395e+08 -1.47987e+08 4.43954e+08
4780 4.78 0.0478 -0.0205575 -0.0232785 -0.00686322 0.000240912 0.00496959 4.44262e+08 2804.09 5063.84 521.254 -561.45 -71.944 4.44258e+08 -1.4809e+08 4.44262e+08
4790 4.79 0.0479 -0.0205981 -0.0233245 -0.0068745 0.000240106 0.00497947 4.4457e+08 2813.63 5073.59 522.34 -560.765 -71.3214 4.44566e+08 -1.48193e+08 4.4457e+08
4800 4.8 0.048 -0.0206387 -0.0233704 -0.00688579 0.000239298 0.00498934 4.44878e+08 2823.19 5083.35 523.429 -560.08 -70.6989 4.44874e+08 -1.48295e+08 4.44878e+08
4810 4.81 0.0481 -0.0206793 -0.0234164 -0.00689706 0.000238488 0.00499922 4.45185e+08 2832.76 5093.13 524.52 -559.395 -70.0764 4.45181e+08 -1.48398e+08 4.45185e+08
4820 4.82 0.0482 -0.0207199 -0.0234623 -0.00690833 0.000237677 0.0050091 4.45492e+08 2842.35 5102.93 525.614 -558.71 -69.4541 4.45488e+08 -1.485e+08 4.45492e+08
4830 4.83 0.0483 -0.0207605 -0.0235082 -0.00691959 0.000236863 0.00501898 4.45799e+08 2851.97 5112.75 526.71 -558.025 -68.8319 4.45795e+08 -1.48602e+08 4.45799e+08
4840 4.84 0.0484 -0.0208011 -0.0235541 -0.00693085 0.000236048 0.00502886 4.46105e+08 2861.6 5122.59 527.808 -557.34 -68.2098 4.46101e+08 -1.48704e+08 4.46105e+08
4850 4.85 0.0485 -0.0208417 -0.0236 -0.0069421 0.00023523 0.00503874 4.46411e+08 2871.25 5132.44 528.909 -556.654 -67.5878 4.46407e+08 -1.48806e+08 4.46411e+08
4860 4.86 0.0486 -0.0208822 -0.0236459 -0.00695335 0.000234411 0.00504862 4.46716e+08 2880.91 5142.32 530.012 -555.969 -66.966 4.46712e+08 -1.48908e+08 4.46716e+08
4870 4.87 0.0487 -0.0209228 -0.0236918 -0.00696459 0.00023359 0.00505851 4.47022e+08 2890.6 5152.21 531.117 -555.283 -66.3442 4.47018e+08 -1.4901e+08 4.47022e+08
4880 4.88 0.0488 -0.0209633 -0.0237377 -0.00697582 0.000232768 0.00506839 4.47327e+08 2900.3 5162.12 532.225 -554.597 -65.7225 4.47323e+08 -1.49112e+08 4.47327e+08
4890 4.89 0.0489 -0.0210038 -0.0237835 -0.00698704 0.000231943 0.00507827 4.47632e+08 2910.02 5172.06 533.334 -553.911 -65.101 4.47628e+08 -1.49213e+08 4.47632e+08
4900 4.9 0.049 -0.0210443 -0.0238294 -0.00699826 0.000231117 0.00508816 4.47936e+08 2919.76 5182.01 534.446 -553.225 -64.4796 4.47932e+08 -1.49315e+08 4.47936e+08
4910 4.91 0.0491 -0.0210848 -0.0238752 -0.00700948 0.000230289 0.00509805 4.4824e+08 2929.52 5191.97 535.561 -552.539 -63.8583 4.48236e+08 -1.49416e+08 4.4824e+08
4920 4.92 0.0492 -0.0211253 -0.023921 -0.00702069 0.000229459 0.00510793 4.48544e+08 2939.3 5201.96 536.678 -551.853 -63.237 4.4854e+08 -1.49517e+08 4.48544e+08
4930 4.93 0.0493 -0.0211657 -0.0239668 -0.00703189 0.000228628 0.00511782 4.48847e+08 2949.09 5211.97 537.797 -551.167 -62.6159 4.48843e+08 -1.49618e+08 4.48847e+08
4940 4.94 0.0494 -0.0212062 -0.0240126 -0.00704308 0.000227794 0.00512771 4.4915e+08 2958.9 5221.99 538.918 -550.481 -61.995 4.49146e+08 -1.4972e+08 4.4915e+08
4950 4.95 0.0495 -0.0212466 -0.0240584 -0.00705427 0.00022696 0.0051376 4.49453e+08 2968.74 5232.04 540.041 -549.794 -61.3741 4.49449e+08 -1.4982e+08 4.49453e+08
4960 4.96 0.0496 -0.0212871 -0.0241042 -0.00706546 0.000226123 0.00514749 4.49756e+08 2978.59 5242.1 541.167 -549.108 -60.7534 4.49752e+08 -1.49921e+08 4.49756e+08
4970 4.97 0.0497 -0.0213275 -0.02415 -0.00707663 0.000225285 0.00515738 4.50058e+08 2988.45 5252.18 542.296 -548.421 -60.1327 4.50054e+08 -1.50022e+08 4.50058e+08
4980 4.98 0.0498 -0.0213679 -0.0241957 -0.00708781 0.000224445 0.00516727 4.5036e+08 2998.34 5262.28 543.426 -547.734 -59.5122 4.50356e+08 -1.50123e+08 4.5036e+08
4990 4.99 0.0499 -0.0214083 -0.0242415 -0.00709897 0.000223603 0.00517716 4.50662e+08 3008.24 5272.4 544.559 -547.047 -58.8918 4.50657e+08 -1.50223e+08 4.50662e+08
5000 5 0.05 -0.0214486 -0.0242872 -0.00711013 0.00022276 0.00518706 4.50963e+08 3018.16 5282.54 545.694 -546.36 -58.2715 4.50959e+08 -1.50324e+08 4.50963e+08
